tweet,label
"@Morning_Joe Wonder how many US citizens have joined ISIS after listening to Joe Scarborough trash this ""black President?"" Good Job Joe!!","[0.25398698449134827, 0.7460130453109741]"
RT @thewhite_gucci: This bitch just blew my high and i was high off all of these drugs,"[0.5070235729217529, 0.49297642707824707]"
RT @QtipTheAbstract: Derek Jeter ... A class act... A great Yankee... A 1st ballot Hall of Fame inductee to be,"[0.9596718549728394, 0.040328145027160645]"
when ya name gain weight ya ex hoes can't let go,"[0.22135019302368164, 0.7786498069763184]"
you gotta be a new breed of retarded if you do that. http://t.co/PeinRwsZzq,"[0.16904081404209137, 0.8309592008590698]"
RT @MoneyBABY_Rich: So tired of Yall hoes giving a shout out to yall Moma talking bout she ain't raise no hoe &#128545;&#9749;&#65039;&#128056;,"[0.13190221786499023, 0.8680978417396545]"
@WHAScameradan We might have more. Can't really be sure. But some weird little bird said that might be a possibility. Stay tuned. Maybe.,"[0.9730554819107056, 0.026944566518068314]"
"that is what I do! RT @Tendilkar: RT @funnyorfact: The nicer you are, the easier you're hurt. So just be a bitch..","[0.5314363241195679, 0.46856367588043213]"
Young jezzy dat nigguh,"[0.09053347259759903, 0.9094665050506592]"
Dey wants to rename our main street MLK Blvd. I told dem dat will even scare da colored folks away,"[0.8741455078125, 0.12585453689098358]"
&#8220;@fabbymichelle: brian stfu &#128548;&#128079; its twitter i could retweet anything&#8221;don't make me bitch slap you again &#128075;,"[0.38184478878974915, 0.6181551814079285]"
RT @_BucketsMcnasty: U bitches boring,"[0.5002456903457642, 0.4997543394565582]"
"Oh no. &#8220;@ThaChicagoBull: It's Friday night, the night all the bitches cheat.&#8221;","[0.21736425161361694, 0.7826357483863831]"
If anyone wants to bring me a sweet tea to my party.. That'd make my bday perfect.. Well that and cracker barrel &#128525;&#128525;,"[0.9488883018493652, 0.05111176520586014]"
"RT @Drvglordkush: *Hits Blunt* 

If cats are afraid of water, why does pussy get wet?' http://t.co/XffUo73q3a","[0.48939281702041626, 0.5106071829795837]"
@GDuenez ur one to talk bitch,"[0.20600618422031403, 0.7939937710762024]"
"""My grandma used to call me a porch monkey all the time... Come to think of it she did refer to a broken bottle as a nigger knife"" &#128563;","[0.1182183027267456, 0.8817816972732544]"
"RT @FriendlyAssh0le: It's annoying as hell when girls tweet about ""bae"" all day. We don't give a fuck bitch. ""Bae"" is somewhere cheating ri&#8230;","[0.39276930689811707, 0.6072307229042053]"
RT @jay_ibarra95: Your tweets remind me of the times when we did the Oreo milkshake runs @ 1am in the morning !! &#128514;&#128557;&#128557;&#128557; @Vikyfdez15,"[0.9369248747825623, 0.06307513266801834]"
Since niggaz is throwing subs on this but that same nigga lame nigga bitches was getting fucked by other&#8230; http://t.co/CCm3aoiSbP,"[0.13291257619857788, 0.8670874238014221]"
Jon Stewart takes a crack at stupid teabagger moron Rick Perry and his gay/alcoholism commments http://t.co/fqcWZHMjom,"[0.4975277781486511, 0.5024722218513489]"
@bri_shackelford @bellaangeletti sorry dyslexia is a bitch,"[0.2949415445327759, 0.7050584554672241]"
Dumb ass bitch,"[0.1544143706560135, 0.8455855846405029]"
@hannah_clare12 I'm on my way to the gym already but thx bitch,"[0.4503006339073181, 0.5496993660926819]"
RT @SmiIe: These hoes ain't loyal http://t.co/fGTzQwnSxk,"[0.2242089956998825, 0.7757909893989563]"
@karlamorenoo niggah you dont know me! Lol you dont know my life aha,"[0.11928976327180862, 0.8807101845741272]"
"RT @silent_musings: Happy Monday bitches. Just wanted you to know, ""yes you can"" Don't ever fucking forget how amazing and strong you are.","[0.8768773078918457, 0.12312273681163788]"
RT @1MarsB: I might be ugly but my hoes ain't trippin,"[0.28587543964385986, 0.7141245007514954]"
"RT @SteveStfler: ""Stop talking ghetto, you're white"" http://t.co/WZbDbi0f9k","[0.7719124555587769, 0.22808755934238434]"
Don't be fooled I kickit with niggas and bitches older then you so . . .,"[0.1384972333908081, 0.8615027070045471]"
Dey put us on lockdown cus dey searchin bitches cars fa dat dope,"[0.1735711246728897, 0.8264288902282715]"
@HipsterBreeez Na a young bitch got school &#128514;&#128514;&#128514;,"[0.2031169980764389, 0.7968829870223999]"
@Joe_Schmucc Dog Government jobs is the SHIT. I done got my last few off that bitch.,"[0.2607232928276062, 0.7392767071723938]"
"@cristiannt_ wow I was like 12 or 13 fighting people in high school, then bitch unfollow me fuck nigga","[0.17587552964687347, 0.8241244554519653]"
"aw shit, Fenkell in this bitch","[0.17313002049922943, 0.8268700242042542]"
@lilimaeee nigger,"[0.08865121752023697, 0.9113487601280212]"
The guinea fowls are not what they seem.,"[0.8880126476287842, 0.11198735982179642]"
&#8220;@Whoscherry: Ever met a bitch that fucked with your nigga but was to pussy to admit it ?&#8221; A bitch for a bitch.,"[0.17312650382518768, 0.8268734216690063]"
RT @seansteiger31: Sometimes I listen &amp; revisit them old albums often as I can &amp; skim through all them bitches to make sure I keep up with &#8230;,"[0.7901207804679871, 0.20987924933433533]"
"talk of the morning is hoes and rappers , damn yall talk about the same shit everyday","[0.7938870787620544, 0.20611295104026794]"
"you've gone and broke the wrong heart baby, and drove me redneck crazy","[0.9088618159294128, 0.09113816916942596]"
"RT @Julio_isUrdaddy: She need a man, not no pussy boy.","[0.9404688477516174, 0.0595310740172863]"
"RT @SUCKEDOFF: ""wtf ling ling did you at least calculate the circumference when you threw that ass in a circle?"" http://t.co/v2L7GMVA8T","[0.8042073249816895, 0.19579263031482697]"
Every nigga trynna fuc the next nigga bitch not knowing his bitch is the next nigga bitch,"[0.1271376609802246, 0.8728623390197754]"
RT @kidnoble: Olivia a bird for believing this shit. #ScandalABC,"[0.9312921166419983, 0.06870795041322708]"
RT @Hoodrichnick: Why ya niggas be gassin these wack ass bitches ? &#128553;&#128553;,"[0.10658688098192215, 0.8934131264686584]"
&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/iuCRWOfDts,"[0.9509554505348206, 0.04904453828930855]"
I'm turning into a heartless bitch.,"[0.47735458612442017, 0.5226454138755798]"
RT @schooIgirI: I say nigger with love,"[0.10025864839553833, 0.8997413516044617]"
RT @SimoneMariposa: using words such as &#8220;dick&#8221; and &#8220;pussy&#8221; in regular convo is just too vulgar for me.,"[0.7240745425224304, 0.2759254276752472]"
Just saw the baddest bitch in life walking down the street if she didn't have that Aeropostale shirt on I prolly woulda gamed her ass up,"[0.19826433062553406, 0.8017356991767883]"
Mint Oreos &gt;&gt;&gt;,"[0.97535240650177, 0.02464759163558483]"
A dyke who wears strap ons can't brag to me that she beats the pussy better than me because her dildo can't cum and make her stop.,"[0.1532878577709198, 0.8467121720314026]"
@blackrepublican how long after the name change will al memorabilia w/redskins name be deemed racist and therby illegal?,"[0.9560893177986145, 0.0439106784760952]"
&#8220;@_kbhicks: @TheKaosYatti fb hoe lol&#8221;damn next time be nicer . Lmfao,"[0.17594940960407257, 0.8240506052970886]"
RT @LakeShOwQueen: Kevin Love out here bein a hoe... Just let the world know u gonna be a Laker 2015 season dawg,"[0.259789377450943, 0.7402106523513794]"
"Run it up first , these hoes come later&#9996;&#65039;","[0.10272913426160812, 0.897270917892456]"
RT @MILLYvanillyy_: Noooo let me tell yall .... Some bitches in baltimore be ratchetttttt .,"[0.3464251160621643, 0.6535749435424805]"
@kieffer_jason bitch who's fucking playing but you and how would u know what I smoke I don't fuck with friendly ass niggas,"[0.1998428851366043, 0.8001571297645569]"
Really craving my arroz con pollo y habichuelas right now,"[0.968469500541687, 0.03153042122721672]"
"&#128514;&#128514;&#128514; i just said that RT @BoyThats_ARYAH: My TL gotta chill with this pretty face challenge foolishness, y'all hoes agg","[0.22645606100559235, 0.7735438942909241]"
RT @EFCuttin: I know all those Pacer fans who stayed clownin D. Rose are all on mass suicide watch now... Karma is a fat bitch wit a beard &#8230;,"[0.3959491550922394, 0.604050874710083]"
"If you got tats on your breast, you a trash ass bitch and stay far away from me with Ya acid pussy.","[0.18544356524944305, 0.8145564794540405]"
RT @itsDorry: maybe all these fake bitches will pretend to be real for halloween,"[0.24655508995056152, 0.7534449100494385]"
"RT @thejudyann: And if you ain't a hoe, get up out my trap houseeee!","[0.4095705449581146, 0.5904294848442078]"
This game pissing me off including that bitch,"[0.22549277544021606, 0.7745072245597839]"
Im back bitches!!!!!!,"[0.12782587110996246, 0.872174084186554]"
@EVBY_HATES_ASH that bitch wants everybody out though.. thats the same shit she did to me at one point,"[0.21347562968730927, 0.7865243554115295]"
"RT @lilduval: A bitch get 20,000 followers she's a boss and starting up a boutique. And wearing shades in public","[0.414025217294693, 0.5859748125076294]"
Next time you leave magic trash in my jacket try not to have your initials written on them. @whatupag http://t.co/tFV1cZtr,"[0.9518201351165771, 0.048179879784584045]"
RT @1RudeAssNinja: @Yung_N_GettinIt @carleycarllz bro don't argue with these rejected ass Disney models bitches better go play in some food&#8230;,"[0.3116200268268585, 0.6883800029754639]"
RT @YungRalphMaejor: &#8220;@iDocLyfe: Worst movie you can think of?&#8221; Fan that fucking trash netflix be posting shit that looks like a porno,"[0.8100970387458801, 0.18990294635295868]"
RT @Sunny_Goodz: Seeeeee man. Niggas a lose they bitch over a bitch that's not even worth it,"[0.2249753177165985, 0.7750246524810791]"
I gotta bad bitch. always got her hair fixed. always n the mall wit her friends buying outfits,"[0.2545197904109955, 0.7454801797866821]"
@Chokmah_Makob you said good bye dumb bitch snd i said ok..what is it with you white devils...i have nothing for you vampire lover of blood,"[0.414913535118103, 0.585086464881897]"
Females act like they never seen a nicca who raise they kids .. The reaction makes me laugh every time,"[0.7227278351783752, 0.27727219462394714]"
@HalleyBrenks3 interesting #hick,"[0.973471999168396, 0.026527918875217438]"
RT @MelissaTweets: Scott Walker investigate. Christie's Bridgegate. Perry's drunk monkey Dem DA-gate. All men innocent. All threats to left&#8230;,"[0.943863570690155, 0.056136488914489746]"
@laceeybugg atleast i wipe my ass trashy bitch,"[0.17043492197990417, 0.8295650482177734]"
RT @BadBish_Rollaan: &#8220;@WhitDAWGem_: I'm HUNGRY I won't give a bitch a time or day. I'm trying take care business &#128129;&#8221;&#9994;,"[0.37216511368751526, 0.6278348565101624]"
@HeauxmerSimpson I'm jus tryna vaca away from the niggers bro.,"[0.08727854490280151, 0.9127213954925537]"
My dog is number 1 bae and way over these hoes &#128514;&#10084;&#65039;,"[0.13583146035671234, 0.8641684651374817]"
Im order to be a real nicca you gotta be Real ... Nicca!,"[0.3778141140937805, 0.6221858859062195]"
In my opinion every bitch gay.,"[0.190834179520607, 0.809165894985199]"
RT @Black__Elvis: My favorite episode of Friends is the one where blacks mysteriously vanish and unemployed white people find affordable ho&#8230;,"[0.47684046626091003, 0.5231595635414124]"
Arroz con pollo,"[0.9753623604774475, 0.024637620896100998]"
"some guy said I was wearing leggings and laughed and called me a fag. they're JEGGINGS, asshole.","[0.5773179531097412, 0.422681987285614]"
The TL talkin about eatin pussy and u watchin soccer? Ur a grade A faggot RT @KillaKev27: This game is crazy !!!,"[0.10703922808170319, 0.8929607272148132]"
@AmeezysAngels96 I'm the trash,"[0.974609911441803, 0.025390055030584335]"
"That shacking up shit for the birds, yo","[0.9749050140380859, 0.02509503811597824]"
These bitches loud for no reason,"[0.22937160730361938, 0.7706283926963806]"
It's fact that a male brain cannot always hear the high pitched voice of a women.. So bitch don't get mad..I really didn't hear you!!,"[0.8712948560714722, 0.12870514392852783]"
Stupid ass hoe,"[0.11414514482021332, 0.8858548402786255]"
"RT @RealSexNotes: Too many faithful girls are single, and too many hoes are taken.","[0.15223117172718048, 0.8477688431739807]"
@SugarShai2 room temp cus i have sensitive bitch teeth. ( ._.),"[0.7819178104400635, 0.21808218955993652]"
"@APrivilege lmao.. Brutal for the nigs who can't get jobs, lol..","[0.08656045794487, 0.9134395718574524]"
When the ghost picks u up after u dive in the pussy http://t.co/vBD4zHJROF,"[0.6580770015716553, 0.3419230282306671]"
RT @MarioPalush: trying so hard to resist the urge to smack a bitch http://t.co/UkOF7K2RrH,"[0.34324929118156433, 0.6567506790161133]"
"I'm sippin on Patron nigga , my bitch bad to the bone nigga . She fucked up , I'm fucked up , she like "" how we gon get home nigga ? ""","[0.18970869481563568, 0.8102912902832031]"
So if a girl gets drunk and does some hoe shit...it's rape now???,"[0.3502063453197479, 0.6497936844825745]"
RT @iBeZo: Stupid fucking nigger LeBron. You flopping stupid jungle bunny monkey faggot.,"[0.09186515212059021, 0.9081348776817322]"
"Female Jihadis, European &amp; American: GRAVE Dangers! - Joe For America http://t.co/9hkpdwq7VR via @mattwalshblog","[0.939309298992157, 0.060690682381391525]"
"Bitches be tambout ""my party""..... no bitch, its everybody party....","[0.3036816418170929, 0.6963183879852295]"
RT @DFkinLopes: If my girl get in a fight with your girl you better be ready to fade too cuz I'ma knock you out then go help my bitch stomp&#8230;,"[0.2440471202135086, 0.7559528946876526]"
"RT @StephyRae7: pussies wanna use ""royal icing"" for their gingerbread houses...fuck that...ima use my homemade cream cheese frosting.","[0.8543652296066284, 0.14563478529453278]"
love females but hate bitches,"[0.1323850005865097, 0.8676149249076843]"
Absolutely absurd that they even had to think about that call. #joke #zebras,"[0.8256524205207825, 0.17434753477573395]"
"RT @TheDickUno: I hate seeing people bitch about their lives. I haven't even tried the Taco Bell breakfast, man, you don't have it this har&#8230;","[0.7300618290901184, 0.269938200712204]"
Marilyn Monroe set the standard for what hoes can achieve in society,"[0.1545451432466507, 0.8454548120498657]"
"guys that cheat on their girlfriend are trash. 
the girls that know he has a girlfriend are also trash.","[0.8739798665046692, 0.12602019309997559]"
@snoopaintlion @TreyzUpZay @DattBoiIraq @Eaaaazzzz Lmao nigga yo avi so trash my phone won't even load that shit,"[0.9241296648979187, 0.07587031275033951]"
"OMG , I'm high as a bitch ! &#128514;","[0.24237895011901855, 0.7576211094856262]"
"RT @Nintendo_Legend: Asked three-year-old niece why the sun is yellow. Her reply: ""Maybe there's bees in there.""","[0.9078846573829651, 0.09211533516645432]"
@VZWSupport Your update for my s3 pretty much broke 4G and made it absolutely annoying and retarded.,"[0.9583077430725098, 0.041692305356264114]"
"@AidaApple14 imma bitch i know , leave me alone","[0.35271134972572327, 0.6472886800765991]"
"""This recipe calls for a leftover brownie. What the hell is a LEFTOVER brownie? That's just a brownie you haven't eaten yet.""-@EricaNadine26","[0.9443565607070923, 0.05564344301819801]"
&#8220;@NeiAllure: &amp; you should feel disrespected if a bitch try to suck you up with dry lips. &#128128;&#128128;&#8221;,"[0.30099552869796753, 0.6990044116973877]"
Nigga ended up going Juco messing with them hoes and then signed a the smallest of d1's moral of the story take what u can get,"[0.2514860928058624, 0.7485138773918152]"
"Girls wanna meet a man with plans and ambition and a boy on a ""pussy hit "" mission..","[0.9466026425361633, 0.05339735001325607]"
These bitches really be out here on backpage hoe-ing &#128557;&#128557;&#128557; watch yo bitch she could be on there !,"[0.12065953016281128, 0.8793404698371887]"
Im about to fuck taylors bitch ass up,"[0.18678303062915802, 0.8132169842720032]"
RT @Coley_Cee: @lil_aerii bitch where tf you think you going?!,"[0.3883409798145294, 0.6116589903831482]"
"I love faggots!!! Absolutely love them, especially the ones that can dress to the tea &#128525;&#128525;&#128129;","[0.09114354848861694, 0.9088564515113831]"
@_xpriceless_ @Casio_DatGuy bitch get punched tf out lol,"[0.5069317817687988, 0.49306821823120117]"
"&#128514;&#128514;&#8220;@BrandonBeSlydin: My fucking god bruh, the birds from southridge are in front of my house.&#8221;","[0.9681864976882935, 0.03181352838873863]"
@Righteouz_ @growejr that bitch should be in jail for that 114-114,"[0.16912350058555603, 0.8308764696121216]"
My bitch say I'm in the dog house fuck you mean,"[0.337493360042572, 0.6625066995620728]"
@septemberTHA15 @CallMeRenee_ Wussup bitch,"[0.1657305359840393, 0.8342694640159607]"
"' If I ever put my trust ina bitch , I'll always be hurt &#1041204;&#1041204; .","[0.2318582981824875, 0.7681416869163513]"
"&#8220;@Benkasso: I'll beat the pussy up, that's a hook right thur&#8221; &#128064;","[0.3731521964073181, 0.6268478035926819]"
Honestly I think I would trash that young man. And I'll fuck his bitch. And I'll smack his mother. Prolly shot his ugly ass dog,"[0.2585965096950531, 0.7414034605026245]"
These bitches irritating,"[0.18214072287082672, 0.8178592324256897]"
"I didn't know my nig G-Eazy had reached a million views on one of his songs, haha that's crazy","[0.13062416017055511, 0.8693758845329285]"
"""@__Sugga: There's a lane some bitches need to stay in &#128526;"" the left n get right the fuck outta our face &#128557;&#128129;&#128536;","[0.412474662065506, 0.5875253081321716]"
RT @Krislisisms: Hot 97 trash.,"[0.9757440090179443, 0.024255920201539993]"
"RT @collegefession: ""The only thing that Collegefession has taught me is that in fact, these hoes ain't loyal"" - Stony Brook","[0.28459715843200684, 0.7154028415679932]"
@MTBornnard it's got good mojo for sure. Paybacks a bitch,"[0.3778131306171417, 0.6221868395805359]"
Heard you gotta new bitch. See ya postin' up thinkin' that it's making me sick.,"[0.5026599764823914, 0.49734005331993103]"
@KASSIGOD drinking away this stress. you got some new hoes for us?,"[0.8421563506126404, 0.1578436642885208]"
Igot to level 21 so far on flappy birds smh,"[0.9750553369522095, 0.024944590404629707]"
"first thing to do when you meet a famous star:

sell my hoe","[0.19183048605918884, 0.8081694841384888]"
@CBSThisMorning @charlierose racist @NorahODonnell tx trash enjoy your high along with gop win a substitute for racist @MittRomney loss!,"[0.868232786655426, 0.13176721334457397]"
even though my baby is an invisible non existent bitch,"[0.25191187858581543, 0.7480881810188293]"
Makeup save you hoes,"[0.1453404426574707, 0.8546594977378845]"
RT @DJZeeti: This nigga tried to hate on me to a bitch and she told this cornball im that nigga http://t.co/CJfz9DaUYL,"[0.19740335643291473, 0.8025965690612793]"
The bitches behind me are so annoying,"[0.18165260553359985, 0.8183473944664001]"
RT @Manstagram_: This bitch went full on retard http://t.co/nXj4QqGMx2,"[0.16003182530403137, 0.839968204498291]"
@Cee_Murda94 no it's yellow fin. It's in edgewater,"[0.9667938351631165, 0.033206164836883545]"
Everytime I fuck I gotta hit me at least two bitches,"[0.18092265725135803, 0.8190773725509644]"
RT @PreeMasterFlex_: Females be 14 acting 18 &#128684;&#128138;. Turning up like they 21 &#127867;&#127864;. Throwing the pussy like they 25 &#128049;&#128166;... But still can't pass Alg&#8230;,"[0.2025943547487259, 0.7974056601524353]"
RT @LEX_gedddit: Just got 11 in flappy bird holy shit,"[0.9719797372817993, 0.028020311146974564]"
We ran thru the bitch you fallin in love with!,"[0.18139921128749847, 0.8186007738113403]"
"Stop snitching faggot &#8220;@OGSITTI: ""I'll snap you a nude but promise you won't screenshot""

""Don't worry baby I won't"" http://t.co/J8jDIC3wvg&#8221;","[0.10218843072652817, 0.8978115320205688]"
@AppleciderPapi @OGBEARD @godIevel nah u just a fag,"[0.09419956803321838, 0.905800461769104]"
"@Just_this_time we need more opinionated bitches.

#MOAR","[0.2427961379289627, 0.7572038769721985]"
Seeing ugly bitches get pregnant let's me know that nigga swill fuck anything with a pussy. Alcohol is no longer the excuse. You was pressed,"[0.1638433337211609, 0.8361566662788391]"
"Now all the hoes bout to post ""the saints lost but im still cute"" pics on the gram &#128514;&#128514;&#128514;","[0.1412692666053772, 0.8587307333946228]"
"RT @fOREiGNCRAZi: Nosey ass hoes , I hate em. Always finding shit but can't find a man to date em &#128530;&#9995;","[0.14966793358325958, 0.8503320217132568]"
"""@marackaf: &#8220;@white_thunduh: Aye yall ima tryout for the bowling team frfr&#8221; tryouts passed tho"" no theres two more retard","[0.5000322461128235, 0.4999677836894989]"
"@richarddeitsch yeah,but the cripple not getting up clean helped the call out...wouldn't have been fair either way","[0.9314020276069641, 0.0685979425907135]"
RT @WorIdStarFunnyy: When you and your boys discover a hoe http://t.co/MkonVchG4R,"[0.26525798439979553, 0.7347419857978821]"
RT @ChippewaSkylark: i love when celeb nudes leak and all the girls with trash bodies try and critique them,"[0.8620543479919434, 0.13794563710689545]"
"*Bows down* ""Yes bitchmaster bitch""","[0.199763223528862, 0.8002368211746216]"
RT @mahxnesthot: twinkle twinkle little star I fucked your bitch and stole your car,"[0.6094523072242737, 0.3905476927757263]"
"RT @chvmpagne: I can't stand you ""I don't text first"" ass bitches.","[0.4869392216205597, 0.5130608081817627]"
@woohdakidd_74 lol la bitch happy bout Beatin our bench players,"[0.4146451950073242, 0.585354745388031]"
Sexy bitch lame nigguh,"[0.10343979299068451, 0.8965601921081543]"
"&#8220;@IG4hunnit: Yeah you played me, Yeah you got what you wanted. But jokes on you, You about to be a daddy bitch. http://t.co/zCVdyVhvc7&#8221;bruh&#128557;","[0.3199244439601898, 0.6800755262374878]"
RT @whisperdispatch: Charlie wearing the 'Don't Tread On Me' flag pin? Every Dem should show up in Congress in 2015 wearing that @ESQPoliti&#8230;,"[0.9430228471755981, 0.05697717145085335]"
@isaabbellla yo nig your a cheeseball.,"[0.10156957805156708, 0.8984304070472717]"
I'm just living my nig....,"[0.10030089318752289, 0.8996990919113159]"
"&#8220;@UTRagers: COLT MCCOY WINS&#8252;&#65039;
#HookEm&#128002;&#8221; he's still trash","[0.9216101765632629, 0.07838984578847885]"
idgaf bout no basic bitch,"[0.21638597548007965, 0.7836140394210815]"
"RT @allly_sunn: ""That's what that means..some kid called me at like 1 in the morning asking me if I wanted to hit the slopes...""","[0.9658239483833313, 0.034176066517829895]"
@Alejandro_Bihhh @CapoDaAssHole so y'all niggaz ain't never listen to no slow shit with a bitch,"[0.17114241421222687, 0.8288575410842896]"
RT @NotSheriffWoody: Just smashed a bottle over buzz head because he's a cunt,"[0.5097222924232483, 0.4902777373790741]"
RT @CHlLDHOODRUINER: taking out the trash at night http://t.co/UhXTOgP4jZ,"[0.9558095335960388, 0.0441904179751873]"
Goodnight my real nigga/bitches http://t.co/OKonokbscv,"[0.12477274239063263, 0.8752272725105286]"
@YunGMiGo @BigMoneyNiquee &#128530; nicca fucc yu,"[0.9106916785240173, 0.08930826187133789]"
You said I texted u and told u I missed you? Yeah I did bitch like 4 weeks ago. Grow up,"[0.9523148536682129, 0.04768522456288338]"
That's most niggas RT @TheVoiceOfMiami: Fucking with the wrong bitches got me cold as ice...,"[0.44858518242836, 0.5514148473739624]"
RT @yungbabydad: @RandallSomia because they're all fucking two years old acting like I won't mind being tagged bitch I will violate you,"[0.5909125208854675, 0.4090874493122101]"
Every real nicca need a real bitch! #JayFacts,"[0.1458153873682022, 0.854184627532959]"
@DezzzyBo Lol that nigga a real retard,"[0.11089606583118439, 0.889103889465332]"
How are you gonna be a cunt to your friends,"[0.4459795653820038, 0.5540204644203186]"
Bum ass hoe,"[0.11414514482021332, 0.8858548402786255]"
Fine ass fat bitch... #TwitterLurking,"[0.14360810816287994, 0.8563919067382812]"
Probably going to tackle Kenzie when I see her tbh I miss my bitch,"[0.19581864774227142, 0.8041813373565674]"
@_CaliStrong - lol it's possible that a hoe can treat you the right way but will she love you the right way? No. A hoe will be a hoe.,"[0.11199725419282913, 0.8880026936531067]"
@LupeFiasco uh oh its 9/11 what you gonna preach and cry about today faggot.,"[0.09496878832578659, 0.9050312638282776]"
These days bitches be just letting anyone hit raw !!,"[0.24026520550251007, 0.7597348093986511]"
"RT @CheefQueef: Chocolate pussy ""@JennnVeee: 4. Favorite candy?""","[0.5270888805389404, 0.47291114926338196]"
"@MissCleoBB @RachelEReilly @brendonvbb12 it sucks rachels sister is such a snobby bitch n rach is so nice!!!!!cant stand elissa, so snutty","[0.2003805786371231, 0.7996194958686829]"
&#128514;&#128514; My stomach in pain like a mufucka RT @OwIPharaoh This the nigga that's rating bitches 3/10? http://t.co/yFlFuBJ2Po,"[0.19489118456840515, 0.8051088452339172]"
@whoelsebutkey you just a dark ie my nig.. It's ok..,"[0.10036185383796692, 0.8996381163597107]"
"RT @IamJAMIENICOLE: From both K. Michelle and Keyshia Cole lol ""@viaNAWF: More bitter hurt bitch music on the horizon.""","[0.7840313911437988, 0.21596860885620117]"
RT @SlimBlanco_: &#8220;@YSDrillary: bitches is so corny&#8221; SOOOOOOO corny !,"[0.1506405770778656, 0.849359393119812]"
He's a bitch.,"[0.24908147752285004, 0.7509185671806335]"
Paybacks a bitch.,"[0.18097414076328278, 0.8190258741378784]"
@TomCrean ill scream from France for you Tom! #IU #iubb #hoosiers #creanandcrimson,"[0.7598565816879272, 0.24014338850975037]"
"RT @Thad_CastIe: A MILF is a sexy ass mom over 35. If you're 20, you're just a bitch with a baby.","[0.2799106538295746, 0.720089316368103]"
I see you fuck bitches. I fuck bitches also.,"[0.13614660501480103, 0.863853394985199]"
Never tell a bitch what u up to..,"[0.29218047857284546, 0.7078195214271545]"
RT @WatDaFckYouMean: Can't give these hoes a inch cuz they'll try to take mile,"[0.2110486626625061, 0.7889513373374939]"
RT @TheHolyKuran: When you drop all your hoes for your girl and she say she dont want a relationship http://t.co/GuZXabJiXj,"[0.2717842757701874, 0.7282156944274902]"
Isley brothers got me alot of pussy boy. Take notes,"[0.9620941877365112, 0.037905849516391754]"
"RT @This_Sarcasm_: my tweet wasn't really about you. but if the shoe fits, then lace that bitch up and wear it.","[0.9045095443725586, 0.09549042582511902]"
&#8220;@tricethatruth_: Trap keep me fly that's why I love him &#10084; http://t.co/AleXGC24t4&#8221; ayyyyy you got that hoe at Forever 21 huh? &#128526;,"[0.3811495304107666, 0.6188504099845886]"
@SenMikeLee just pulled out his pocket Constitution! Bring it man! @tedcruz just mocked McCain's wacko-birds comment! HaHaHa!!!!! #standtall,"[0.924802303314209, 0.07519768923521042]"
"I don't know what's more stressful, midterms or flappy birds.","[0.9761614203453064, 0.023838618770241737]"
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Korean | korean girlfriend pussy http://t.co/Od1MQUudnN","[0.4160941541194916, 0.583905816078186]"
@whizkhidK @RubyFakhoury @amberadamzzz forget that bitch and come get some of this white chocolate,"[0.204976424574852, 0.7950236201286316]"
TK fucking money bitch,"[0.22001297771930695, 0.7799869775772095]"
Bad bitch pussy aquafina call her Crystalina,"[0.29896488785743713, 0.7010350823402405]"
"RT @CHlLDHOODRUINER: ""And if you aint a hoe, GET UP OUT MY TRAPHOUSEEEE"" http://t.co/GfOHPUTVhP","[0.26053521037101746, 0.7394647598266602]"
RT @darwinjames125: &#8220;@cali_dx: How black bitches drive when they fav song come on pt 1. &#128514;&#128514;&#128514;&#128514;&#128514; #GoLilStacy &#128514;&#128514; &#128514;&#128514;&#128514;&#128514; https://t.co/DKqhxPgoKP&#8221;,"[0.16468772292137146, 0.8353122472763062]"
All you bitches thirsty hella worried about IG,"[0.16452348232269287, 0.8354765176773071]"
I can taste loud n pussy on my tongue &#128541;,"[0.2734646499156952, 0.7265353798866272]"
"RT @_JohnFKennedy_: Fuck bitches, get re-elected #TeamJFK","[0.1891392320394516, 0.810860812664032]"
"I'm pretty sure the dmv won't let me take a new pic, but a bitch might accidentally lose my license again where they have to take a new pic","[0.737933874130249, 0.262066125869751]"
Photo: No filtering bitches. &#128128;&#128128;&#128128;&#128128; #turntup #webad #wepretty #gayvegas #rupaulsdragrace #barb #minaj... http://t.co/a9K3hJJGg9,"[0.46889594197273254, 0.5311040282249451]"
RT @iAintAsianTho: you see her nudes? she must have beat her own pussy up RT @DonDippa: Salute http://t.co/gxmym20q9L,"[0.4169912338256836, 0.5830087661743164]"
"#IfThePurgeWasReal I'd be the best prostitute and madam EVER. Hey, if you got pussy, you shouldn't be broke, right? LMAO JK","[0.2708995044231415, 0.7291005253791809]"
@tucsonchld lol you can only get in at Eden when you're 18. All the bitches there are fat...,"[0.15566420555114746, 0.8443357944488525]"
But I can't buy tomorrow. That's why I go hard hoe.,"[0.18458202481269836, 0.815418004989624]"
"RT @YoKidAintMine: alcohol is liquid truth. So if a girl is a hoe when she drinks, she's naturally a hoe anyway.","[0.16222599148750305, 0.8377740383148193]"
